lat,lon,NO2,,,,,,
42.35,1.45,16.580.795,,,,,,
42.35,1.55,10.605.272,,,,,,
42.35,1.65,11.630.301,,,,,,
42.35,1.75,13.049.113,,,,,,
42.35,1.85,2.973.209,,,,,,
42.35,1.95,15.162.338,,,,,,
42.35,2.05,0.6185199,,,,,,
42.35,2.15,0.40834847,,,,,,
42.35,2.25,0.31931037,,,,,,
42.35,2.35,0.29687142,,,,,,
42.35,2.45,0.49438098,,,,,,
42.35,2.55,0.59497255,,,,,,
42.35,2.65,0.7295849,,,,,,
42.35,2.75,0.9347967,,,,,,
42.35,2.85,17.609.874,,,,,,
42.35,2.95,233.215,,,,,,
42.35,3.05,18.153.865,,,,,,
42.25,0.25,0.74764687,,,,,,
42.25,0.35,0.8736687,,,,,,
42.25,0.45,0.82907504,,,,,,
42.25,0.55,0.7411951,,,,,,
42.25,0.65,0.6994152,,,,,,
42.25,0.75,0.72488105,,,,,,
42.25,0.85,0.6308123,,,,,,
42.25,0.95,0.6533223,,,,,,
42.25,1.05,0.46411186,,,,,,
42.25,1.15,0.47192785,,,,,,
42.25,1.25,0.6106826,,,,,,
42.25,1.35,0.8050303,,,,,,
42.25,1.45,1.030.521,,,,,,
42.25,1.55,0.95434374,,,,,,
42.25,1.65,0.7108905,,,,,,
42.25,1.75,14.600.441,,,,,,
42.25,1.85,3.129.109,,,,,,
42.25,1.95,23.980.315,,,,,,
42.25,2.05,13.318.337,,,,,,
42.25,2.15,16.054.424,,,,,,
42.25,2.25,12.623.355,,,,,,
42.25,2.35,10.160.899,,,,,,
42.25,2.45,14.810.406,,,,,,
42.25,2.55,15.262.098,,,,,,
42.25,2.65,14.731.109,,,,,,
42.25,2.75,1.321.538,,,,,,
42.25,2.85,23.805.237,,,,,,
42.25,2.95,3.935.845,,,,,,
42.25,3.05,4.172.136,,,,,,
42.15,0.25,11.343.526,,,,,,
42.15,0.35,12.543.206,,,,,,
42.15,0.45,10.422.379,,,,,,
42.15,0.55,0.8820531,,,,,,
42.15,0.65,0.9543011,,,,,,
42.15,0.75,0.9810175,,,,,,
42.15,0.85,0.9799872,,,,,,
42.15,0.95,12.999.091,,,,,,
42.15,1.05,0.7122263,,,,,,
42.15,1.15,0.42285064,,,,,,
42.15,1.25,0.4632237,,,,,,
42.15,1.35,0.81207883,,,,,,
42.15,1.45,0.9330843,,,,,,
42.15,1.55,0.7863785,,,,,,
42.15,1.65,0.724135,,,,,,
42.15,1.75,0.94257003,,,,,,
42.15,1.85,23.129.442,,,,,,
42.15,1.95,27.683.735,,,,,,
42.15,2.05,2.370.363,,,,,,
42.15,2.15,22.829.237,,,,,,
42.15,2.25,21.439.629,,,,,,
42.15,2.35,2.061.767,,,,,,
42.15,2.45,28.084.695,,,,,,
42.15,2.55,28.274.977,,,,,,
42.15,2.65,22.947.898,,,,,,
42.15,2.75,31.718.764,,,,,,
42.15,2.85,35.389.216,,,,,,
42.15,2.95,4.116.259,,,,,,
42.15,3.05,4.375.124,,,,,,
42.05,0.25,13.172.463,,,,,,
42.05,0.35,10.399.215,,,,,,
42.05,0.45,1.044.739,,,,,,
42.05,0.55,10.390.546,,,,,,
42.05,0.65,1.030.926,,,,,,
42.05,0.75,10.431.615,,,,,,
42.05,0.85,11.758.767,,,,,,
42.05,0.95,11.076.007,,,,,,
42.05,1.05,0.94742304,,,,,,
42.05,1.15,0.6285528,,,,,,
42.05,1.25,0.5663092,,,,,,
42.05,1.35,0.94242084,,,,,,
42.05,1.45,0.9680217,,,,,,
42.05,1.55,10.711.215,,,,,,
42.05,1.65,10.457.125,,,,,,
42.05,1.75,12.602.822,,,,,,
42.05,1.85,33.630.054,,,,,,
42.05,1.95,2.629.356,,,,,,
42.05,2.05,27.942.088,,,,,,
42.05,2.15,285.474,,,,,,
42.05,2.25,33.713.615,,,,,,
42.05,2.35,26.478.086,,,,,,
42.05,2.45,20.563.884,,,,,,
42.05,2.55,1.415.287,,,,,,
42.05,2.65,13.684.125,,,,,,
42.05,2.75,21.437.993,,,,,,
42.05,2.85,45.070.076,,,,,,
42.05,2.95,5.317.616,,,,,,
42.05,3.05,46.894.183,,,,,,
41.95,0.25,22.577.207,,,,,,
41.95,0.35,12.766.032,,,,,,
41.95,0.45,11.130.079,,,,,,
41.95,0.55,10.796.977,,,,,,
41.95,0.65,10.268.333,,,,,,
41.95,0.75,11.204.544,,,,,,
41.95,0.85,11.436.465,,,,,,
41.95,0.95,11.714.358,,,,,,
41.95,1.05,12.357.684,,,,,,
41.95,1.15,1.182.165,,,,,,
41.95,1.25,12.011.721,,,,,,
41.95,1.35,12.741.519,,,,,,
41.95,1.45,14.294.765,,,,,,
41.95,1.55,19.354.185,,,,,,
41.95,1.65,19.147.915,,,,,,
41.95,1.75,22.818.577,,,,,,
41.95,1.85,36.712.246,,,,,,
41.95,1.95,29.797.387,,,,,,
41.95,2.05,27.806.447,,,,,,
41.95,2.15,39.058.814,,,,,,
41.95,2.25,64.582.505,,,,,,
41.95,2.35,20.909.493,,,,,,
41.95,2.45,11.556.618,,,,,,
41.95,2.55,0.7485279,,,,,,
41.95,2.65,11.008.292,,,,,,
41.95,2.75,48.517.275,,,,,,
41.95,2.85,8.193.317,,,,,,
41.95,2.95,52.300.916,,,,,,
41.95,3.05,50.357.866,,,,,,
41.85,0.25,33.948.803,,,,,,
41.85,0.35,28.880.787,,,,,,
41.85,0.45,26.226.838,,,,,,
41.85,0.55,16.598.417,,,,,,
41.85,0.65,12.370.403,,,,,,
41.85,0.75,14.726.633,,,,,,
41.85,0.85,15.338.055,,,,,,
41.85,0.95,19.439.095,,,,,,
41.85,1.05,26.534.574,,,,,,
41.85,1.15,26.150.882,,,,,,
41.85,1.25,3.074.731,,,,,,
41.85,1.35,27.443.643,,,,,,
41.85,1.45,24.254.088,,,,,,
41.85,1.55,19.418.916,,,,,,
41.85,1.65,1.914.159,,,,,,
41.85,1.75,25.467.553,,,,,,
41.85,1.85,4.046.846,,,,,,
41.85,1.95,34.011.617,,,,,,
41.85,2.05,27.203.906,,,,,,
41.85,2.15,31.320.791,,,,,,
41.85,2.25,39.681.249,,,,,,
41.85,2.35,12.913.826,,,,,,
41.85,2.45,11.580.848,,,,,,
41.85,2.55,11.233.178,,,,,,
41.85,2.65,2.152.681,,,,,,
41.85,2.75,52.854.853,,,,,,
41.85,2.85,59.762.893,,,,,,
41.85,2.95,46.704.893,,,,,,
41.85,3.05,49.573.283,,,,,,
41.75,0.25,43.215.632,,,,,,
41.75,0.35,3.482.874,,,,,,
41.75,0.45,3.444.661,,,,,,
41.75,0.55,27.900.095,,,,,,
41.75,0.65,25.178.504,,,,,,
41.75,0.75,323.984,,,,,,
41.75,0.85,4.650.047,,,,,,
41.75,0.95,6.107.278,,,,,,
41.75,1.05,6.128.189,,,,,,
41.75,1.15,60.755.167,,,,,,
41.75,1.25,5.728.999,,,,,,
41.75,1.35,5.522.899,,,,,,
41.75,1.45,4.281.304,,,,,,
41.75,1.55,34.850.554,,,,,,
41.75,1.65,27.638.972,,,,,,
41.75,1.75,40.884.767,,,,,,
41.75,1.85,61.651.373,,,,,,
41.75,1.95,32.472.935,,,,,,
41.75,2.05,15.401.294,,,,,,
41.75,2.15,2.096.534,,,,,,
41.75,2.25,3.244.217,,,,,,
41.75,2.35,10.947.044,,,,,,
41.75,2.45,16.032.256,,,,,,
41.75,2.55,31.481.657,,,,,,
41.75,2.65,5.616.314,,,,,,
41.75,2.75,8.404.228,,,,,,
41.75,2.85,4.200.011,,,,,,
41.75,2.95,37.993.639,,,,,,
41.75,3.05,4.563.723,,,,,,
41.65,0.25,29.988.666,,,,,,
41.65,0.35,38.928.287,,,,,,
41.65,0.45,39.482.725,,,,,,
41.65,0.55,4.188.052,,,,,,
41.65,0.65,4.682.377,,,,,,
41.65,0.75,476.534,,,,,,
41.65,0.85,70.926.514,,,,,,
41.65,0.95,5.578.371,,,,,,
41.65,1.05,53.840.375,,,,,,
41.65,1.15,52.965.345,,,,,,
41.65,1.25,45.089.903,,,,,,
41.65,1.35,5.923.098,,,,,,
41.65,1.45,65.867.734,,,,,,
41.65,1.55,5.800.572,,,,,,
41.65,1.65,49.138.074,,,,,,
41.65,1.75,52.579.875,,,,,,
41.65,1.85,7.662.485,,,,,,
41.65,1.95,30.783.193,,,,,,
41.65,2.05,24.433.146,,,,,,
41.65,2.15,3.475.193,,,,,,
41.65,2.25,4.697.994,,,,,,
41.65,2.35,48.463.697,,,,,,
41.65,2.45,5.255.813,,,,,,
41.65,2.55,4.503.093,,,,,,
41.65,2.65,6.362.114,,,,,,
41.65,2.75,74.114.575,,,,,,
41.65,2.85,4.303.956,,,,,,
41.65,2.95,41.983.976,,,,,,
41.65,3.05,6.003.176,,,,,,
41.55,0.25,32.612.557,,,,,,
41.55,0.35,36.146.939,,,,,,
41.55,0.45,41.374.617,,,,,,
41.55,0.55,4.161.499,,,,,,
41.55,0.65,42.578.845,,,,,,
41.55,0.75,42.023.697,,,,,,
41.55,0.85,40.695.834,,,,,,
41.55,0.95,36.418.438,,,,,,
41.55,1.05,3.239.506,,,,,,
41.55,1.15,30.129.423,,,,,,
41.55,1.25,2.850.832,,,,,,
41.55,1.35,32.031.689,,,,,,
41.55,1.45,42.629.433,,,,,,
41.55,1.55,57.043.505,,,,,,
41.55,1.65,8.691.529,,,,,,
41.55,1.75,7.865.352,,,,,,
41.55,1.85,9.242.917,,,,,,
41.55,1.95,69.922.657,,,,,,
41.55,2.05,11.009.078,,,,,,
41.55,2.15,13.627.641,,,,,,
41.55,2.25,13.877.055,,,,,,
41.55,2.35,8.482.494,,,,,,
41.55,2.45,6.254.765,,,,,,
41.55,2.55,55.793.447,,,,,,
41.55,2.65,5.991.893,,,,,,
41.55,2.75,808.621,,,,,,
41.55,2.85,77.191.653,,,,,,
41.55,2.95,7.017.398,,,,,,
41.55,3.05,5.897.703,,,,,,
41.45,0.25,39.899.244,,,,,,
41.45,0.35,40.107.574,,,,,,
41.45,0.45,33.523.047,,,,,,
41.45,0.55,30.738.287,,,,,,
41.45,0.65,26.455.135,,,,,,
41.45,0.75,28.296.793,,,,,,
41.45,0.85,22.856.877,,,,,,
41.45,0.95,222.041,,,,,,
41.45,1.05,23.494.375,,,,,,
41.45,1.15,26.371.932,,,,,,
41.45,1.25,26.580.262,,,,,,
41.45,1.35,22.282.474,,,,,,
41.45,1.45,27.872.028,,,,,,
41.45,1.55,4.501.288,,,,,,
41.45,1.65,69.848.194,,,,,,
41.45,1.75,8.041.318,,,,,,
41.45,1.85,10.153.278,,,,,,
41.45,1.95,13.409.291,,,,,,
41.45,2.05,23.218.384,,,,,,
41.45,2.15,28.758.137,,,,,,
41.45,2.25,1.983.873,,,,,,
41.45,2.35,5.616.456,,,,,,
41.45,2.45,56.570.067,,,,,,
41.45,2.55,74.221.725,,,,,,
41.45,2.65,8.563.184,,,,,,
41.45,2.75,64.270.005,,,,,,
41.45,2.85,49.106.317,,,,,,
41.45,2.95,40.216.856,,,,,,
41.45,3.05,3.235.598,,,,,,
41.35,0.25,34.229.538,,,,,,
41.35,0.35,34.578.557,,,,,,
41.35,0.45,34.865.048,,,,,,
41.35,0.55,3.416.353,,,,,,
41.35,0.65,2.969.173,,,,,,
41.35,0.75,22.695.014,,,,,,
41.35,0.85,1.889.553,,,,,,
41.35,0.95,17.049.327,,,,,,
41.35,1.05,14.641.013,,,,,,
41.35,1.15,28.167.827,,,,,,
41.35,1.25,2.910.667,,,,,,
41.35,1.35,26.011.686,,,,,,
41.35,1.45,17.035.044,,,,,,
41.35,1.55,30.088.212,,,,,,
41.35,1.65,8.643.148,,,,,,
41.35,1.75,915.982,,,,,,
41.35,1.85,808.621,,,,,,
41.35,1.95,12.102.539,,,,,,
41.35,2.05,24.719.164,,,,,,
41.35,2.15,3.548.719,,,,,,
41.35,2.25,10.731.632,,,,,,
41.35,2.35,71.008.654,,,,,,
41.35,2.45,8.691.081,,,,,,
41.35,2.55,8.826.681,,,,,,
41.35,2.65,6.415.419,,,,,,
41.35,2.75,4.857.071,,,,,,
41.35,2.85,39.973.779,,,,,,
41.35,2.95,31.388.078,,,,,,
41.35,3.05,25.956.264,,,,,,
41.25,0.25,28.925.266,,,,,,
41.25,0.35,28.714.876,,,,,,
41.25,0.45,31.089.723,,,,,,
41.25,0.55,33.158.326,,,,,,
41.25,0.65,30.937.667,,,,,,
41.25,0.75,25.033.126,,,,,,
41.25,0.85,18.749.797,,,,,,
41.25,0.95,1.630.482,,,,,,
41.25,1.05,13.641.422,,,,,,
41.25,1.15,2.273.246,,,,,,
41.25,1.25,3.720.046,,,,,,
41.25,1.35,43.429.933,,,,,,
41.25,1.45,3.850.317,,,,,,
41.25,1.55,7.231.463,,,,,,
41.25,1.65,9.598.878,,,,,,
41.25,1.75,10.182.354,,,,,,
41.25,1.85,9.119.922,,,,,,
41.25,1.95,11.744.468,,,,,,
41.25,2.05,30.805.914,,,,,,
41.25,2.15,28.489.843,,,,,,
41.25,2.25,11.438.722,,,,,,
41.25,2.35,8.774.662,,,,,,
41.25,2.45,933.931,,,,,,
41.25,2.55,71.972.575,,,,,,
41.25,2.65,54.635.262,,,,,,
41.25,2.75,4.333.131,,,,,,
41.25,2.85,35.278.869,,,,,,
41.25,2.95,3.052.001,,,,,,
41.25,3.05,2.477.783,,,,,,
41.15,0.25,24.767.454,,,,,,
41.15,0.35,24.116.385,,,,,,
41.15,0.45,24.121.785,,,,,,
41.15,0.55,26.407.175,,,,,,
41.15,0.65,31.664.195,,,,,,
41.15,0.75,31.311.767,,,,,,
41.15,0.85,2.452.651,,,,,,
41.15,0.95,22.677.891,,,,,,
41.15,1.05,250.926,,,,,,
41.15,1.15,64.049.525,,,,,,
41.15,1.25,1.486.223,,,,,,
41.15,1.35,60.664.997,,,,,,
41.15,1.45,69.187.956,,,,,,
41.15,1.55,11.210.814,,,,,,
41.15,1.65,944.263,,,,,,
41.15,1.75,10.630.174,,,,,,
41.15,1.85,10.297.576,,,,,,
41.15,1.95,17.136.337,,,,,,
41.15,2.05,29.235.117,,,,,,
41.15,2.15,21.197.323,,,,,,
41.15,2.25,1.060.669,,,,,,
41.15,2.35,9.974.286,,,,,,
41.15,2.45,77.143.054,,,,,,
41.15,2.55,6.013.124,,,,,,
41.15,2.65,53.586.073,,,,,,
41.15,2.75,4.212.161,,,,,,
41.15,2.85,3.419.465,,,,,,
41.15,2.95,28.940.544,,,,,,
41.15,3.05,2.091.212,,,,,,
41.05,0.25,2.128.672,,,,,,
41.05,0.35,2.013.692,,,,,,
41.05,0.45,2.056.829,,,,,,
41.05,0.55,21.793.976,,,,,,
41.05,0.65,27.714.431,,,,,,
41.05,0.75,27.258.546,,,,,,
41.05,0.85,27.131.643,,,,,,
41.05,0.95,30.436.378,,,,,,
41.05,1.05,5.220.549,,,,,,
41.05,1.15,14.414.034,,,,,,
41.05,1.25,19.242.676,,,,,,
41.05,1.35,8.711.907,,,,,,
41.05,1.45,9.356.284,,,,,,
41.05,1.55,112.805.195,,,,,,
41.05,1.65,11.009.661,,,,,,
41.05,1.75,12.619.523,,,,,,
41.05,1.85,15.486.968,,,,,,
41.05,1.95,21.943.123,,,,,,
41.05,2.05,22.796.143,,,,,,
41.05,2.15,14.318.096,,,,,,
41.05,2.25,8.230.998,,,,,,
41.05,2.35,890.072,,,,,,
41.05,2.45,66.613.803,,,,,,
41.05,2.55,56.809.096,,,,,,
41.05,2.65,47.434.125,,,,,,
41.05,2.75,42.395.024,,,,,,
41.05,2.85,37.855.723,,,,,,
41.05,2.95,3.061.927,,,,,,
41.05,3.05,23.571.966,,,,,,
40.95,0.25,21.627.069,,,,,,
40.95,0.35,19.255.135,,,,,,
40.95,0.45,17.270.234,,,,,,
40.95,0.55,19.813.977,,,,,,
40.95,0.65,2.189.608,,,,,,
40.95,0.75,2.539.451,,,,,,
40.95,0.85,31.078.568,,,,,,
40.95,0.95,28.782.377,,,,,,
40.95,1.05,7.317.808,,,,,,
40.95,1.15,14.565.891,,,,,,
40.95,1.25,10.828.486,,,,,,
40.95,1.35,10.100.834,,,,,,
40.95,1.45,10.471.844,,,,,,
40.95,1.55,11.120.121,,,,,,
40.95,1.65,1.275.145,,,,,,
40.95,1.75,1.697.348,,,,,,
40.95,1.85,19.895.054,,,,,,
40.95,1.95,19.713.688,,,,,,
40.95,2.05,14.489.323,,,,,,
40.95,2.15,106.387.005,,,,,,
40.95,2.25,76.259.565,,,,,,
40.95,2.35,5.471.925,,,,,,
40.95,2.45,46.449.523,,,,,,
40.95,2.55,44.917.026,,,,,,
40.95,2.65,4.155.516,,,,,,
40.95,2.75,37.473.166,,,,,,
40.95,2.85,32.216.573,,,,,,
40.95,2.95,27.500.415,,,,,,
40.95,3.05,25.641.067,,,,,,
40.85,0.25,18.716.189,,,,,,
40.85,0.35,15.074.657,,,,,,
40.85,0.45,1.603.858,,,,,,
40.85,0.55,2.040.863,,,,,,
40.85,0.65,19.052.275,,,,,,
40.85,0.75,23.311.055,,,,,,
40.85,0.85,30.309.973,,,,,,
40.85,0.95,37.401.545,,,,,,
40.85,1.05,63.688.498,,,,,,
40.85,1.15,10.272.955,,,,,,
40.85,1.25,10.313.627,,,,,,
40.85,1.35,101.223.135,,,,,,
40.85,1.45,11.052.939,,,,,,
40.85,1.55,13.091.508,,,,,,
40.85,1.65,15.942.831,,,,,,
40.85,1.75,18.277.376,,,,,,
40.85,1.85,16.542.997,,,,,,
40.85,1.95,135.259.695,,,,,,
40.85,2.05,10.686.271,,,,,,
40.85,2.15,8.702.244,,,,,,
40.85,2.25,6.461.704,,,,,,
40.85,2.35,41.750.493,,,,,,
40.85,2.45,35.813.482,,,,,,
40.85,2.55,36.002.698,,,,,,
40.85,2.65,36.300.132,,,,,,
40.85,2.75,30.969.286,,,,,,
40.85,2.85,27.380.476,,,,,,
40.85,2.95,23.546.033,,,,,,
40.85,3.05,2.285.908,,,,,,
40.75,0.25,14.608.257,,,,,,
40.75,0.35,15.663.697,,,,,,
40.75,0.45,16.145.729,,,,,,
40.75,0.55,23.846.521,,,,,,
40.75,0.65,25.664.017,,,,,,
40.75,0.75,28.167.827,,,,,,
40.75,0.85,29.448.652,,,,,,
40.75,0.95,4.597.119,,,,,,
40.75,1.05,71.622.634,,,,,,
40.75,1.15,10.836.011,,,,,,
40.75,1.25,1.134.871,,,,,,
40.75,1.35,13.534.908,,,,,,
40.75,1.45,134.644,,,,,,
40.75,1.55,14.658.283,,,,,,
40.75,1.65,15.478.562,,,,,,
40.75,1.75,13.986.401,,,,,,
40.75,1.85,11.059.576,,,,,,
40.75,1.95,868.647,,,,,,
40.75,2.05,7.469.786,,,,,,
40.75,2.15,70.522.213,,,,,,
40.75,2.25,5.331.301,,,,,,
40.75,2.35,35.558.112,,,,,,
40.75,2.45,32.226.377,,,,,,
40.75,2.55,31.249.807,,,,,,
40.75,2.65,29.580.884,,,,,,
40.75,2.75,279.698,,,,,,
40.75,2.85,2.329.457,,,,,,
40.75,2.95,21.080.022,,,,,,
40.75,3.05,20.680.485,,,,,,
40.65,0.25,1.598.067,,,,,,
40.65,0.35,16.858.332,,,,,,
40.65,0.45,18.677.819,,,,,,
40.65,0.55,23.962.197,,,,,,
40.65,0.65,24.899.545,,,,,,
40.65,0.75,24.981.613,,,,,,
40.65,0.85,31.320.791,,,,,,
40.65,0.95,64.938.912,,,,,,
40.65,1.05,9.042.928,,,,,,
40.65,1.15,8.727.788,,,,,,
40.65,1.25,9.538.183,,,,,,
40.65,1.35,11.191.311,,,,,,
40.65,1.45,12.054.897,,,,,,
40.65,1.55,1.141.926,,,,,,
40.65,1.65,9.463.086,,,,,,
40.65,1.75,7.574.108,,,,,,
40.65,1.85,61.496.615,,,,,,
40.65,1.95,63.234.887,,,,,,
40.65,2.05,6.119.954,,,,,,
40.65,2.15,5.238.966,,,,,,
40.65,2.25,45.344.276,,,,,,
40.65,2.35,31.633.286,,,,,,
40.65,2.45,30.227.053,,,,,,
40.65,2.55,26.570.456,,,,,,
40.65,2.65,2.300.865,,,,,,
40.65,2.75,22.940.862,,,,,,
40.65,2.85,19.804.598,,,,,,
40.65,2.95,18.384.295,,,,,,
40.65,3.05,1.848.107,,,,,,
40.55,0.25,13.759.087,,,,,,
40.55,0.35,1.870.752,,,,,,
40.55,0.45,33.182.697,,,,,,
40.55,0.55,26.534.574,,,,,,
40.55,0.65,22.571.735,,,,,,
40.55,0.75,25.522.833,,,,,,
40.55,0.85,34.566.336,,,,,,
40.55,0.95,63.624.196,,,,,,
40.55,1.05,70.770.407,,,,,,
40.55,1.15,8.096.329,,,,,,
40.55,1.25,8.363.855,,,,,,
40.55,1.35,8.361.403,,,,,,
40.55,1.45,7.854.744,,,,,,
40.55,1.55,73.026.094,,,,,,
40.55,1.65,65.391.455,,,,,,
40.55,1.75,59.485.497,,,,,,
40.55,1.85,4.790.287,,,,,,
40.55,1.95,5.542.091,,,,,,
40.55,2.05,5.438.231,,,,,,
40.55,2.15,4.528.665,,,,,,
40.55,2.25,41.273.575,,,,,,
40.55,2.35,26.819.503,,,,,,
40.55,2.45,23.137.186,,,,,,
40.55,2.55,21.050.394,,,,,,
40.55,2.65,18.665.172,,,,,,
40.55,2.75,17.352.089,,,,,,
40.55,2.85,18.425.932,,,,,,
40.55,2.95,17.870.003,,,,,,
40.55,3.05,18.852.258,,,,,,
43.15,0.25,37.064.426,,,,,,
43.15,0.35,31.128.552,,,,,,
43.15,0.45,30.096.273,,,,,,
43.15,0.55,31.372.836,,,,,,
43.15,0.65,35.440.836,,,,,,
43.15,0.75,5.181.046,,,,,,
43.15,0.85,42.929.673,,,,,,
43.15,0.95,43.337.736,,,,,,
43.15,1.05,4.097.902,,,,,,
43.15,1.15,34.911.125,,,,,,
43.15,1.25,29.007.936,,,,,,
43.15,1.35,20.670.712,,,,,,
43.15,1.45,18.792.605,,,,,,
43.15,1.55,21.376.424,,,,,,
43.15,1.65,324.535,,,,,,
43.15,1.75,33.844.244,,,,,,
43.15,1.85,21.821.792,,,,,,
43.15,1.95,2.265.547,,,,,,
43.15,2.05,26.231.704,,,,,,
43.15,2.15,28.756.902,,,,,,
43.15,2.25,25.663.412,,,,,,
43.15,2.35,26.080.215,,,,,,
43.15,2.45,23.326.366,,,,,,
43.15,2.55,23.267.887,,,,,,
43.15,2.65,20.376.122,,,,,,
43.15,2.75,17.999.995,,,,,,
43.15,2.85,18.207.332,,,,,,
43.15,2.95,22.143.312,,,,,,
43.15,3.05,2.038.344,,,,,,
43.05,0.25,12.142.494,,,,,,
43.05,0.35,1.640.035,,,,,,
43.05,0.45,20.033.143,,,,,,
43.05,0.55,29.659.646,,,,,,
43.05,0.65,33.900.306,,,,,,
43.05,0.75,28.354.166,,,,,,
43.05,0.85,19.709.419,,,,,,
43.05,0.95,22.242.148,,,,,,
43.05,1.05,19.318.691,,,,,,
43.05,1.15,21.634.634,,,,,,
43.05,1.25,13.400.865,,,,,,
43.05,1.35,10.538.657,,,,,,
43.05,1.45,10.603.102,,,,,,
43.05,1.55,1.430.567,,,,,,
43.05,1.65,22.550.595,,,,,,
43.05,1.75,20.212.412,,,,,,
43.05,1.85,18.006.532,,,,,,
43.05,1.95,17.268.491,,,,,,
43.05,2.05,132.233,,,,,,
43.05,2.15,15.320.255,,,,,,
43.05,2.25,17.434.474,,,,,,
43.05,2.35,1.362.291,,,,,,
43.05,2.45,1.301.838,,,,,,
43.05,2.55,13.925.458,,,,,,
43.05,2.65,14.467.887,,,,,,
43.05,2.75,14.000.847,,,,,,
43.05,2.85,13.360.933,,,,,,
43.05,2.95,18.728.017,,,,,,
43.05,3.05,19.172.461,,,,,,
42.95,0.25,0.6138621,,,,,,
42.95,0.35,0.90902865,,,,,,
42.95,0.45,0.76698405,,,,,,
42.95,0.55,12.878.758,,,,,,
42.95,0.65,1.643.744,,,,,,
42.95,0.75,0.97898155,,,,,,
42.95,0.85,0.5424099,,,,,,
42.95,0.95,0.57790864,,,,,,
42.95,1.05,0.8236569,,,,,,
42.95,1.15,11.873.838,,,,,,
42.95,1.25,0.7691938,,,,,,
42.95,1.35,0.62741923,,,,,,
42.95,1.45,0.54903215,,,,,,
42.95,1.55,0.9172567,,,,,,
42.95,1.65,15.443.035,,,,,,
42.95,1.75,14.599.835,,,,,,
42.95,1.85,12.423.798,,,,,,
42.95,1.95,11.623.514,,,,,,
42.95,2.05,11.517.501,,,,,,
42.95,2.15,10.283.501,,,,,,
42.95,2.25,11.582.657,,,,,,
42.95,2.35,11.444.243,,,,,,
42.95,2.45,10.848.951,,,,,,
42.95,2.55,0.9478527,,,,,,
42.95,2.65,0.9009924,,,,,,
42.95,2.75,0.93708086,,,,,,
42.95,2.85,0.96659684,,,,,,
42.95,2.95,16.644.706,,,,,,
42.95,3.05,13.348.854,,,,,,
42.85,0.25,0.44780824,,,,,,
42.85,0.35,0.59197026,,,,,,
42.85,0.45,0.4787382,,,,,,
42.85,0.55,0.59820884,,,,,,
42.85,0.65,0.9205039,,,,,,
42.85,0.75,0.6559333,,,,,,
42.85,0.85,0.22188409,,,,,,
42.85,0.95,0.30464098,,,,,,
42.85,1.05,0.46837845,,,,,,
42.85,1.15,0.50136185,,,,,,
42.85,1.25,0.5123397,,,,,,
42.85,1.35,0.36953485,,,,,,
42.85,1.45,0.35445714,,,,,,
42.85,1.55,0.7390029,,,,,,
42.85,1.65,14.034.456,,,,,,
42.85,1.75,0.82275456,,,,,,
42.85,1.85,0.5640957,,,,,,
42.85,1.95,0.45019567,,,,,,
42.85,2.05,0.47058824,,,,,,
42.85,2.15,0.81776655,,,,,,
42.85,2.25,0.99212664,,,,,,
42.85,2.35,11.107.376,,,,,,
42.85,2.45,10.500.288,,,,,,
42.85,2.55,11.068.295,,,,,,
42.85,2.65,0.95642895,,,,,,
42.85,2.75,0.96962374,,,,,,
42.85,2.85,0.8345993,,,,,,
42.85,2.95,18.673.519,,,,,,
42.85,3.05,15.476.218,,,,,,
42.75,0.25,0.33621752,,,,,,
42.75,0.35,0.34598747,,,,,,
42.75,0.45,0.32018057,,,,,,
42.75,0.55,0.53551054,,,,,,
42.75,0.65,10.421.488,,,,,,
42.75,0.75,0.74438167,,,,,,
42.75,0.85,0.29960325,,,,,,
42.75,0.95,0.32751337,,,,,,
42.75,1.05,0.22143644,,,,,,
42.75,1.15,0.29912007,,,,,,
42.75,1.25,0.30289307,,,,,,
42.75,1.35,0.21180148,,,,,,
42.75,1.45,0.25108027,,,,,,
42.75,1.55,0.38026404,,,,,,
42.75,1.65,0.6380774,,,,,,
42.75,1.75,0.5755851,,,,,,
42.75,1.85,0.57181925,,,,,,
42.75,1.95,0.27811643,,,,,,
42.75,2.05,0.18691117,,,,,,
42.75,2.15,0.3490144,,,,,,
42.75,2.25,0.41601858,,,,,,
42.75,2.35,0.49832785,,,,,,
42.75,2.45,0.7396779,,,,,,
42.75,2.55,0.9017527,,,,,,
42.75,2.65,0.97342515,,,,,,
42.75,2.75,10.365.142,,,,,,
42.75,2.85,17.564.716,,,,,,
42.75,2.95,19.572.853,,,,,,
42.75,3.05,16.574.007,,,,,,
42.65,0.25,0.28154126,,,,,,
42.65,0.35,0.16081293,,,,,,
42.65,0.45,0.28158388,,,,,,
42.65,0.55,0.36218786,,,,,,
42.65,0.65,0.4100429,,,,,,
42.65,0.75,0.3880232,,,,,,
42.65,0.85,0.2885827,,,,,,
42.65,0.95,0.31873816,,,,,,
42.65,1.05,0.3376315,,,,,,
42.65,1.15,0.30355385,,,,,,
42.65,1.25,0.18764302,,,,,,
42.65,1.35,0.13521208,,,,,,
42.65,1.45,0.127254,,,,,,
42.65,1.55,0.15079428,,,,,,
42.65,1.65,0.19901171,,,,,,
42.65,1.75,0.30604786,,,,,,
42.65,1.85,0.46077564,,,,,,
