lat,lon,NO2,,,,,,
40.55,0.55,17.739.754,,,,,,
40.55,0.65,12.712.522,,,,,,
40.55,0.75,12.513.428,,,,,,
40.55,0.85,11.481.009,,,,,,
40.55,0.95,22.653.227,,,,,,
40.55,1.05,4.134.139,,,,,,
40.55,1.15,53.650.017,,,,,,
40.55,1.25,56.530.876,,,,,,
40.55,1.35,6.293.887,,,,,,
40.55,1.45,67.133.594,,,,,,
40.55,1.55,51.576.223,,,,,,
40.55,1.65,4.579.301,,,,,,
40.55,1.75,42.406.707,,,,,,
40.55,1.85,4.014.075,,,,,,
40.55,1.95,40.147.285,,,,,,
40.55,2.05,41.461.225,,,,,,
40.55,2.15,39.746.008,,,,,,
40.55,2.25,3.777.443,,,,,,
40.55,2.35,21.034.255,,,,,,
40.55,2.45,14.209.528,,,,,,
40.55,2.55,10.819.743,,,,,,
40.55,2.65,11.016.953,,,,,,
40.55,2.75,10.563.805,,,,,,
40.55,2.85,1.033.135,,,,,,
40.55,2.95,10.411.607,,,,,,
40.55,3.05,10.275.893,,,,,,
43.15,0.25,0.5618222,,,,,,
43.15,0.35,0.5120842,,,,,,
43.15,0.45,0.42104235,,,,,,
43.15,0.55,0.626851,,,,,,
43.15,0.65,0.8655223,,,,,,
43.15,0.75,0.85047305,,,,,,
43.15,0.85,0.6102172,,,,,,
43.15,0.95,0.6629715,,,,,,
43.15,1.05,0.5257124,,,,,,
43.15,1.15,0.50273347,,,,,,
43.15,1.25,0.4382055,,,,,,
43.15,1.35,0.40209928,,,,,,
43.15,1.45,0.42199448,,,,,,
43.15,1.55,0.48361984,,,,,,
43.15,1.65,0.62073684,,,,,,
43.15,1.75,0.5418737,,,,,,
43.15,1.85,0.58792394,,,,,,
43.15,1.95,0.67128485,,,,,,
43.15,2.05,1.050.267,,,,,,
43.15,2.15,10.037.904,,,,,,
43.15,2.25,0.8291745,,,,,,
43.15,2.35,0.86243504,,,,,,
43.15,2.45,0.7713719,,,,,,
43.15,2.55,0.63953424,,,,,,
43.15,2.65,0.56471765,,,,,,
43.15,2.75,0.4725851,,,,,,
43.15,2.85,0.45116934,,,,,,
43.15,2.95,0.59323525,,,,,,
43.15,3.05,0.6552408,,,,,,
43.05,0.25,0.5549228,,,,,,
43.05,0.35,0.6501817,,,,,,
43.05,0.45,0.67615914,,,,,,
43.05,0.55,0.9188628,,,,,,
43.05,0.65,11.682.314,,,,,,
43.05,0.75,0.9447443,,,,,,
43.05,0.85,0.62567866,,,,,,
43.05,0.95,0.59049255,,,,,,
43.05,1.05,0.4536136,,,,,,
43.05,1.15,0.4081389,,,,,,
43.05,1.25,0.3246501,,,,,,
43.05,1.35,0.30758289,,,,,,
43.05,1.45,0.2975429,,,,,,
43.05,1.55,0.339099,,,,,,
43.05,1.65,0.5177188,,,,,,
43.05,1.75,0.45203266,,,,,,
43.05,1.85,0.43133456,,,,,,
43.05,1.95,0.41934058,,,,,,
43.05,2.05,0.44405326,,,,,,
43.05,2.15,0.46604103,,,,,,
43.05,2.25,0.62170315,,,,,,
43.05,2.35,0.5533205,,,,,,
43.05,2.45,0.43795326,,,,,,
43.05,2.55,0.63059914,,,,,,
43.05,2.65,0.5532495,,,,,,
43.05,2.75,0.38029984,,,,,,
43.05,2.85,0.43532425,,,,,,
43.05,2.95,0.64502674,,,,,,
43.05,3.05,0.7328782,,,,,,
42.95,0.25,0.17477533,,,,,,
42.95,0.35,0.22512439,,,,,,
42.95,0.45,0.27392447,,,,,,
42.95,0.55,0.5047052,,,,,,
42.95,0.65,0.5062009,,,,,,
42.95,0.75,0.3142762,,,,,,
42.95,0.85,0.27587846,,,,,,
42.95,0.95,0.31307182,,,,,,
42.95,1.05,0.37957153,,,,,,
42.95,1.15,0.41708818,,,,,,
42.95,1.25,0.2579195,,,,,,
42.95,1.35,0.20782623,,,,,,
42.95,1.45,0.20501249,,,,,,
42.95,1.55,0.31431526,,,,,,
42.95,1.65,0.42198026,,,,,,
42.95,1.75,0.32933968,,,,,,
42.95,1.85,0.32231244,,,,,,
42.95,1.95,0.33972782,,,,,,
42.95,2.05,0.3104144,,,,,,
42.95,2.15,0.32943562,,,,,,
42.95,2.25,0.3296168,,,,,,
42.95,2.35,0.3181593,,,,,,
42.95,2.45,0.2901213,,,,,,
42.95,2.55,0.2946972,,,,,,
42.95,2.65,0.31653926,,,,,,
42.95,2.75,0.3226073,,,,,,
42.95,2.85,0.39949512,,,,,,
42.95,2.95,0.6961645,,,,,,
42.95,3.05,0.6785146,,,,,,
42.85,0.25,0.083573624,,,,,,
42.85,0.35,0.103195265,,,,,,
42.85,0.45,0.1290306,,,,,,
42.85,0.55,0.18691497,,,,,,
42.85,0.65,0.18316685,,,,,,
42.85,0.75,0.1619003,,,,,,
42.85,0.85,0.12390758,,,,,,
42.85,0.95,0.12239413,,,,,,
42.85,1.05,0.1320504,,,,,,
42.85,1.15,0.17808646,,,,,,
42.85,1.25,0.15466698,,,,,,
42.85,1.35,0.12970561,,,,,,
42.85,1.45,0.12000315,,,,,,
42.85,1.55,0.22406924,,,,,,
42.85,1.65,0.32571948,,,,,,
42.85,1.75,0.22455241,,,,,,
42.85,1.85,0.2235008,,,,,,
42.85,1.95,0.22644956,,,,,,
42.85,2.05,0.24956352,,,,,,
42.85,2.15,0.3093628,,,,,,
42.85,2.25,0.2965446,,,,,,
42.85,2.35,0.28214902,,,,,,
42.85,2.45,0.28013462,,,,,,
42.85,2.55,0.28147754,,,,,,
42.85,2.65,0.2574079,,,,,,
42.85,2.75,0.36433393,,,,,,
42.85,2.85,0.46971807,,,,,,
42.85,2.95,0.7941554,,,,,,
42.85,3.05,0.729393,,,,,,
42.75,0.25,0.057809345,,,,,,
42.75,0.35,0.059052795,,,,,,
42.75,0.45,0.06897552,,,,,,
42.75,0.55,0.09065418,,,,,,
42.75,0.65,0.12598592,,,,,,
42.75,0.75,0.13557824,,,,,,
42.75,0.85,0.06380277,,,,,,
42.75,0.95,0.051958025,,,,,,
42.75,1.05,0.053137526,,,,,,
42.75,1.15,0.05713788,,,,,,
42.75,1.25,0.062637486,,,,,,
42.75,1.35,0.06144377,,,,,,
42.75,1.45,0.057876844,,,,,,
42.75,1.55,0.11479843,,,,,,
42.75,1.65,0.1435612,,,,,,
42.75,1.75,0.19812733,,,,,,
42.75,1.85,0.15320681,,,,,,
42.75,1.95,0.13051564,,,,,,
42.75,2.05,0.13923399,,,,,,
42.75,2.15,0.17638116,,,,,,
42.75,2.25,0.20341732,,,,,,
42.75,2.35,0.21626392,,,,,,
42.75,2.45,0.22552586,,,,,,
42.75,2.55,0.24072081,,,,,,
42.75,2.65,0.2702403,,,,,,
42.75,2.75,0.38848174,,,,,,
42.75,2.85,0.7519066,,,,,,
42.75,2.95,0.8269718,,,,,,
42.75,3.05,0.8099579,,,,,,
42.65,0.25,0.047751613,,,,,,
42.65,0.35,0.04441206,,,,,,
42.65,0.45,0.04750292,,,,,,
42.65,0.55,0.059685178,,,,,,
42.65,0.65,0.079893015,,,,,,
42.65,0.75,0.094047025,,,,,,
42.65,0.85,0.06838577,,,,,,
42.65,0.95,0.060335323,,,,,,
42.65,1.05,0.05656234,,,,,,
42.65,1.15,0.04927928,,,,,,
42.65,1.25,0.041132905,,,,,,
42.65,1.35,0.04031578,,,,,,
42.65,1.45,0.03879877,,,,,,
42.65,1.55,0.049101643,,,,,,
42.65,1.65,0.07419091,,,,,,
42.65,1.75,0.11459592,,,,,,
42.65,1.85,0.13772763,,,,,,
42.65,1.95,0.09927306,,,,,,
42.65,2.05,0.07769743,,,,,,
42.65,2.15,0.07710058,,,,,,
42.65,2.25,0.08644777,,,,,,
42.65,2.35,0.14824723,,,,,,
42.65,2.45,0.20530736,,,,,,
42.65,2.55,0.2509917,,,,,,
42.65,2.65,0.3083112,,,,,,
42.65,2.75,0.5058314,,,,,,
42.65,2.85,0.8803834,,,,,,
42.65,2.95,0.7994774,,,,,,
42.65,3.05,0.7510539,,,,,,
42.55,0.25,0.059457805,,,,,,
42.55,0.35,0.05554982,,,,,,
42.55,0.45,0.057503812,,,,,,
42.55,0.55,0.052256454,,,,,,
42.55,0.65,0.063070916,,,,,,
42.55,0.75,0.09432769,,,,,,
42.55,0.85,0.06299275,,,,,,
42.55,0.95,0.051645387,,,,,,
42.55,1.05,0.059223324,,,,,,
42.55,1.15,0.06531623,,,,,,
42.55,1.25,0.046405133,,,,,,
42.55,1.35,0.040251832,,,,,,
42.55,1.45,0.037729405,,,,,,
42.55,1.55,0.033089563,,,,,,
42.55,1.65,0.039924983,,,,,,
42.55,1.75,0.11150506,,,,,,
42.55,1.85,0.1518177,,,,,,
42.55,1.95,0.13915938,,,,,,
42.55,2.05,0.11349103,,,,,,
42.55,2.15,0.11251048,,,,,,
42.55,2.25,0.11023674,,,,,,
42.55,2.35,0.1033125,,,,,,
42.55,2.45,0.103824094,,,,,,
42.55,2.55,0.13818239,,,,,,
42.55,2.65,0.24784756,,,,,,
42.55,2.75,0.41980246,,,,,,
42.55,2.85,0.67826945,,,,,,
42.55,2.95,0.63054234,,,,,,
42.55,3.05,0.7564043,,,,,,
42.45,0.25,0.0879932,,,,,,
42.45,0.35,0.07703308,,,,,,
42.45,0.45,0.07703308,,,,,,
42.45,0.55,0.07117465,,,,,,
42.45,0.65,0.07253534,,,,,,
42.45,0.75,0.092998974,,,,,,
42.45,0.85,0.0712386,,,,,,
42.45,0.95,0.057262227,,,,,,
42.45,1.05,0.080120385,,,,,,
42.45,1.15,0.117168084,,,,,,
42.45,1.25,0.069959626,,,,,,
42.45,1.35,0.06457371,,,,,,
42.45,1.45,0.08267123,,,,,,
42.45,1.55,0.11697979,,,,,,
42.45,1.65,0.14425042,,,,,,
42.45,1.75,0.17357096,,,,,,
42.45,1.85,0.26476556,,,,,,
42.45,1.95,0.28013462,,,,,,
42.45,2.05,0.1658367,,,,,,
42.45,2.15,0.11707216,,,,,,
42.45,2.25,0.08315796,,,,,,
42.45,2.35,0.080170125,,,,,,
42.45,2.45,0.111540586,,,,,,
42.45,2.55,0.1512848,,,,,,
42.45,2.65,0.24160543,,,,,,
42.45,2.75,0.3661529,,,,,,
42.45,2.85,0.6787313,,,,,,
42.45,2.95,0.49891073,,,,,,
42.45,3.05,0.51676667,,,,,,
42.35,0.25,0.09851989,,,,,,
42.35,0.35,0.0955889,,,,,,
42.35,0.45,0.09516258,,,,,,
42.35,0.55,0.08679949,,,,,,
42.35,0.65,0.08968785,,,,,,
42.35,0.75,0.11209126,,,,,,
42.35,0.85,0.1069789,,,,,,
42.35,0.95,0.104325026,,,,,,
42.35,1.05,0.117963895,,,,,,
42.35,1.15,0.14399463,,,,,,
42.35,1.25,0.1434404,,,,,,
42.35,1.35,0.18543348,,,,,,
42.35,1.45,0.25379124,,,,,,
42.35,1.55,0.28504092,,,,,,
42.35,1.65,0.3161307,,,,,,
42.35,1.75,0.41106987,,,,,,
42.35,1.85,0.6707839,,,,,,
42.35,1.95,0.35235062,,,,,,
42.35,2.05,0.20203531,,,,,,
42.35,2.15,0.17664406,,,,,,
42.35,2.25,0.19232929,,,,,,
42.35,2.35,0.25962836,,,,,,
42.35,2.45,0.28911588,,,,,,
42.35,2.55,0.28418827,,,,,,
42.35,2.65,0.21119066,,,,,,
42.35,2.75,0.31949157,,,,,,
42.35,2.85,0.6050445,,,,,,
42.35,2.95,0.76942855,,,,,,
42.35,3.05,0.69325125,,,,,,
42.25,0.25,0.12520076,,,,,,
42.25,0.35,0.1402181,,,,,,
42.25,0.45,0.13881832,,,,,,
42.25,0.55,0.1187597,,,,,,
42.25,0.65,0.121957146,,,,,,
42.25,0.75,0.13707393,,,,,,
42.25,0.85,0.15021187,,,,,,
42.25,0.95,0.15752691,,,,,,
42.25,1.05,0.13852344,,,,,,
42.25,1.15,0.09631721,,,,,,
42.25,1.25,0.0980012,,,,,,
42.25,1.35,0.11255666,,,,,,
42.25,1.45,0.122642815,,,,,,
42.25,1.55,0.11287996,,,,,,
42.25,1.65,0.185469,,,,,,
42.25,1.75,0.27198824,,,,,,
42.25,1.85,0.5105139,,,,,,
42.25,1.95,0.46515995,,,,,,
42.25,2.05,0.46804118,,,,,,
42.25,2.15,0.49701712,,,,,,
42.25,2.25,0.4655543,,,,,,
42.25,2.35,0.5006018,,,,,,
42.25,2.45,0.5632752,,,,,,
42.25,2.55,0.49861586,,,,,,
42.25,2.65,0.5653145,,,,,,
42.25,2.75,0.6087002,,,,,,
42.25,2.85,0.935422,,,,,,
42.25,2.95,11.241.741,,,,,,
42.25,3.05,11.585.964,,,,,,
42.15,0.25,0.20000671,,,,,,
42.15,0.35,0.20743543,,,,,,
42.15,0.45,0.19912209,,,,,,
42.15,0.55,0.17243055,,,,,,
42.15,0.65,0.14908922,,,,,,
42.15,0.75,0.16034067,,,,,,
42.15,0.85,0.19843286,,,,,,
42.15,0.95,0.21888939,,,,,,
42.15,1.05,0.188265,,,,,,
42.15,1.15,0.14425042,,,,,,
42.15,1.25,0.113544315,,,,,,
42.15,1.35,0.105582684,,,,,,
42.15,1.45,0.09438453,,,,,,
42.15,1.55,0.08968074,,,,,,
42.15,1.65,0.13928373,,,,,,
42.15,1.75,0.20720807,,,,,,
42.15,1.85,0.44705176,,,,,,
42.15,1.95,0.31874907,,,,,,
42.15,2.05,0.2957701,,,,,,
42.15,2.15,0.38069063,,,,,,
42.15,2.25,0.4046359,,,,,,
42.15,2.35,0.41856965,,,,,,
42.15,2.45,0.6023906,,,,,,
42.15,2.55,0.42396978,,,,,,
42.15,2.65,0.53349996,,,,,,
42.15,2.75,0.902229,,,,,,
42.15,2.85,11.173.174,,,,,,
42.15,2.95,11.593.602,,,,,,
42.15,3.05,0.94324505,,,,,,
42.05,0.25,0.30796656,,,,,,
42.05,0.35,0.27307537,,,,,,
42.05,0.45,0.2613372,,,,,,
42.05,0.55,0.21938321,,,,,,
42.05,0.65,0.1586105,,,,,,
42.05,0.75,0.18933791,,,,,,
42.05,0.85,0.21863714,,,,,,
42.05,0.95,0.21863714,,,,,,
42.05,1.05,0.22449556,,,,,,
42.05,1.15,0.25086382,,,,,,
42.05,1.25,0.24402483,,,,,,
42.05,1.35,0.18933791,,,,,,
42.05,1.45,0.14751181,,,,,,
42.05,1.55,0.12841243,,,,,,
42.05,1.65,0.1666787,,,,,,
42.05,1.75,0.32670003,,,,,,
42.05,1.85,0.53262955,,,,,,
42.05,1.95,0.36101925,,,,,,
42.05,2.05,0.38902885,,,,,,
42.05,2.15,0.438575,,,,,,
42.05,2.25,0.48523632,,,,,,
42.05,2.35,0.42693985,,,,,,
42.05,2.45,0.317296,,,,,,
42.05,2.55,0.40556318,,,,,,
42.05,2.65,0.70360386,,,,,,
42.05,2.75,11.405.628,,,,,,
42.05,2.85,12.894.855,,,,,,
42.05,2.95,0.6335799,,,,,,
42.05,3.05,0.6883627,,,,,,
41.95,0.25,0.52750295,,,,,,
41.95,0.35,0.42907858,,,,,,
41.95,0.45,0.39358696,,,,,,
41.95,0.55,0.33394757,,,,,,
41.95,0.65,0.3231793,,,,,,
41.95,0.75,0.37011775,,,,,,
41.95,0.85,0.27845064,,,,,,
41.95,0.95,0.29285333,,,,,,
41.95,1.05,0.44427708,,,,,,
41.95,1.15,0.49869046,,,,,,
41.95,1.25,0.44380102,,,,,,
41.95,1.35,0.31415185,,,,,,
41.95,1.45,0.24537842,,,,,,
41.95,1.55,0.24203175,,,,,,
41.95,1.65,0.26648864,,,,,,
41.95,1.75,0.35111073,,,,,,
41.95,1.85,0.58236396,,,,,,
41.95,1.95,0.40418115,,,,,,
41.95,2.05,0.41205043,,,,,,
41.95,2.15,0.5182126,,,,,,
41.95,2.25,0.66785294,,,,,,
41.95,2.35,0.35409856,,,,,,
41.95,2.45,0.3112635,,,,,,
41.95,2.55,0.516891,,,,,,
41.95,2.65,0.98271924,,,,,,
41.95,2.75,13.602.377,,,,,,
41.95,2.85,0.9691586,,,,,,
41.95,2.95,0.44952446,,,,,,
41.95,3.05,0.5763457,,,,,,
41.85,0.25,0.808512,,,,,,
41.85,0.35,0.69873667,,,,,,
41.85,0.45,0.5471992,,,,,,
41.85,0.55,0.4822165,,,,,,
41.85,0.65,0.50338006,,,,,,
41.85,0.75,0.6854495,,,,,,
41.85,0.85,0.80192876,,,,,,
41.85,0.95,0.69482154,,,,,,
41.85,1.05,0.77113384,,,,,,
41.85,1.15,0.76577634,,,,,,
41.85,1.25,0.7082082,,,,,,
41.85,1.35,0.50271213,,,,,,
41.85,1.45,0.37760332,,,,,,
41.85,1.55,0.32748163,,,,,,
41.85,1.65,0.2969638,,,,,,
41.85,1.75,0.44638386,,,,,,
41.85,1.85,0.69031674,,,,,,
41.85,1.95,0.4871903,,,,,,
41.85,2.05,0.4188432,,,,,,
41.85,2.15,0.39142692,,,,,,
41.85,2.25,0.7213355,,,,,,
41.85,2.35,0.41207528,,,,,,
41.85,2.45,0.45451602,,,,,,
41.85,2.55,0.65214634,,,,,,
41.85,2.65,0.90768594,,,,,,
41.85,2.75,12.869.949,,,,,,
41.85,2.85,0.63658196,,,,,,
41.85,2.95,0.70687234,,,,,,
41.85,3.05,0.9717307,,,,,,
41.75,0.25,10.477.481,,,,,,
41.75,0.35,0.9627175,,,,,,
41.75,0.45,0.6814349,,,,,,
41.75,0.55,0.641943,,,,,,
41.75,0.65,0.6114003,,,,,,
41.75,0.75,0.7089152,,,,,,
41.75,0.85,0.77017105,,,,,,
41.75,0.95,0.7797492,,,,,,
41.75,1.05,0.7839947,,,,,,
41.75,1.15,0.8025079,,,,,,
41.75,1.25,0.7913026,,,,,,
41.75,1.35,0.65198296,,,,,,
41.75,1.45,0.53804034,,,,,,
41.75,1.55,0.49994457,,,,,,
41.75,1.65,0.4868386,,,,,,
41.75,1.75,0.74728096,,,,,,
41.75,1.85,11.567.028,,,,,,
41.75,1.95,0.6809873,,,,,,
41.75,2.05,0.391601,,,,,,
41.75,2.15,0.55921805,,,,,,
41.75,2.25,10.353.705,,,,,,
41.75,2.35,0.69884324,,,,,,
41.75,2.45,0.8546084,,,,,,
41.75,2.55,13.536.012,,,,,,
41.75,2.65,15.329.245,,,,,,
41.75,2.75,11.629.804,,,,,,
41.75,2.85,0.9501338,,,,,,
41.75,2.95,0.8879684,,,,,,
41.75,3.05,17.012.094,,,,,,
41.65,0.25,0.6863803,,,,,,
41.65,0.35,0.6499579,,,,,,
41.65,0.45,0.6367915,,,,,,
41.65,0.55,0.7146848,,,,,,
41.65,0.65,10.469.239,,,,,,
41.65,0.75,12.171.984,,,,,,
41.65,0.85,14.420.247,,,,,,
41.65,0.95,14.895.885,,,,,,
41.65,1.05,1.253.095,,,,,,
41.65,1.15,11.034.014,,,,,,
41.65,1.25,11.307.466,,,,,,
41.65,1.35,11.063.324,,,,,,
41.65,1.45,0.93640965,,,,,,
41.65,1.55,0.77144647,,,,,,
41.65,1.65,0.8794916,,,,,,
41.65,1.75,10.154.788,,,,,,
41.65,1.85,11.444.175,,,,,,
41.65,1.95,10.303.504,,,,,,
41.65,2.05,13.017.956,,,,,,
41.65,2.15,17.487.092,,,,,,
41.65,2.25,17.438.065,,,,,,
41.65,2.35,16.004.722,,,,,,
41.65,2.45,1.350.823,,,,,,
41.65,2.55,10.696.826,,,,,,
41.65,2.65,12.775.306,,,,,,
41.65,2.75,15.785.093,,,,,,
41.65,2.85,2.246.288,,,,,,
41.65,2.95,22.357.543,,,,,,
41.65,3.05,19.012.911,,,,,,
41.55,0.25,0.57168096,,,,,,
41.55,0.35,0.5868546,,,,,,
41.55,0.45,0.6819714,,,,,,
41.55,0.55,0.8910699,,,,,,
41.55,0.65,0.84880686,,,,,,
41.55,0.75,0.8529138,,,,,,
41.55,0.85,0.8829413,,,,,,
41.55,0.95,0.797225,,,,,,
41.55,1.05,0.7247105,,,,,,
41.55,1.15,0.66509247,,,,,,
41.55,1.25,0.63723916,,,,,,
41.55,1.35,0.5955516,,,,,,
41.55,1.45,0.58781385,,,,,,
41.55,1.55,0.8942567,,,,,,
41.55,1.65,15.958.182,,,,,,
41.55,1.75,17.747.186,,,,,,
41.55,1.85,21.031.847,,,,,,
41.55,1.95,25.756.958,,,,,,
41.55,2.05,4.847.745,,,,,,
41.55,2.15,45.197.086,,,,,,
41.55,2.25,29.881.659,,,,,,
41.55,2.35,21.189.659,,,,,,
41.55,2.45,20.452.754,,,,,,
41.55,2.55,25.517.042,,,,,,
41.55,2.65,28.152.695,,,,,,
41.55,2.75,26.341.095,,,,,,
41.55,2.85,24.499.617,,,,,,
41.55,2.95,20.096.524,,,,,,
41.55,3.05,16.982.465,,,,,,
41.45,0.25,0.5904606,,,,,,
41.45,0.35,0.6238668,,,,,,
41.45,0.45,0.5503647,,,,,,
41.45,0.55,0.5373404,,,,,,
41.45,0.65,0.50940543,,,,,,
41.45,0.75,0.49079987,,,,,,
41.45,0.85,0.48090202,,,,,,
41.45,0.95,0.47260287,,,,,,
41.45,1.05,0.47758022,,,,,,
41.45,1.15,0.4585128,,,,,,
41.45,1.25,0.38493612,,,,,,
41.45,1.35,0.43242523,,,,,,
41.45,1.45,0.46309936,,,,,,
41.45,1.55,0.9819483,,,,,,
41.45,1.65,15.854.975,,,,,,
41.45,1.75,22.176.604,,,,,,
41.45,1.85,3.631.889,,,,,,
41.45,1.95,71.004.815,,,,,,
41.45,2.05,9.585.637,,,,,,
41.45,2.15,71.823.254,,,,,,
41.45,2.25,42.948.074,,,,,,
41.45,2.35,2.881.048,,,,,,
41.45,2.45,31.595.097,,,,,,
41.45,2.55,34.623.003,,,,,,
41.45,2.65,29.827.905,,,,,,
41.45,2.75,24.285.388,,,,,,
41.45,2.85,1.992.095,,,,,,
41.45,2.95,16.654.371,,,,,,
41.45,3.05,13.268.813,,,,,,
41.35,0.25,0.5675598,,,,,,
41.35,0.35,0.5617689,,,,,,
41.35,0.45,0.49132922,,,,,,
41.35,0.55,0.45288533,,,,,,
41.35,0.65,0.3777312,,,,,,
41.35,0.75,0.3218115,,,,,,
41.35,0.85,0.31824458,,,,,,
41.35,0.95,0.31824458,,,,,,
41.35,1.05,0.5262524,,,,,,
41.35,1.15,0.91969055,,,,,,
41.35,1.25,0.98664504,,,,,,
41.35,1.35,0.8366068,,,,,,
41.35,1.45,10.337.362,,,,,,
41.35,1.55,26.123.846,,,,,,
41.35,1.65,4.053.216,,,,,,
41.35,1.75,38.518.872,,,,,,
41.35,1.85,5.578.996,,,,,,
41.35,1.95,10.586.315,,,,,,
41.35,2.05,13.323.241,,,,,,
41.35,2.15,10.443.617,,,,,,
41.35,2.25,47.403,,,,,,
41.35,2.35,43.910.046,,,,,,
41.35,2.45,3.830.397,,,,,,
41.35,2.55,32.559.018,,,,,,
41.35,2.65,26.668.406,,,,,,
41.35,2.75,20.272.276,,,,,,
41.35,2.85,15.022.858,,,,,,
41.35,2.95,13.100.201,,,,,,
41.35,3.05,11.682.988,,,,,,
41.25,0.25,0.49891073,,,,,,
41.25,0.35,0.4774239,,,,,,
41.25,0.45,0.48816732,,,,,,
41.25,0.55,0.51018345,,,,,,
41.25,0.65,0.42664498,,,,,,
41.25,0.75,0.34558982,,,,,,
41.25,0.85,0.29285333,,,,,,
41.25,0.95,0.3551324,,,,,,
41.25,1.05,0.75477004,,,,,,
41.25,1.15,18.836.732,,,,,,
41.25,1.25,44.447.393,,,,,,
41.25,1.35,21.441.333,,,,,,
41.25,1.45,51.180.496,,,,,,
41.25,1.55,7.507.594,,,,,,
41.25,1.65,85.019.245,,,,,,
41.25,1.75,13.730.489,,,,,,
41.25,1.85,14.728.335,,,,,,
41.25,1.95,13.216.847,,,,,,
41.25,2.05,11.208.285,,,,,,
41.25,2.15,7.807.745,,,,,,
41.25,2.25,61.207.213,,,,,,
41.25,2.35,47.660.394,,,,,,
41.25,2.45,3.796.767,,,,,,
41.25,2.55,30.823.305,,,,,,
41.25,2.65,20.548.146,,,,,,
41.25,2.75,17.134.024,,,,,,
41.25,2.85,12.949.388,,,,,,
41.25,2.95,11.275.599,,,,,,
41.25,3.05,10.006.249,,,,,,
41.15,0.25,0.4422698,,,,,,
41.15,0.35,0.41590157,,,,,,
41.15,0.45,0.45775253,,,,,,
41.15,0.55,0.5242984,,,,,,
41.15,0.65,0.4803549,,,,,,
41.15,0.75,0.40711215,,,,,,
41.15,0.85,0.37763885,,,,,,
41.15,0.95,0.6317218,,,,,,
41.15,1.05,28.415.985,,,,,,
41.15,1.15,76.349.306,,,,,,
41.15,1.25,8.037.563,,,,,,
41.15,1.35,5.649.926,,,,,,
41.15,1.45,78.391.476,,,,,,
41.15,1.55,9.440.291,,,,,,
41.15,1.65,12.535.053,,,,,,
41.15,1.75,13.915.247,,,,,,
41.15,1.85,12.804.246,,,,,,
41.15,1.95,9.982.354,,,,,,
41.15,2.05,74.221.764,,,,,,
41.15,2.15,60.405.545,,,,,,
41.15,2.25,5.446.491,,,,,,
41.15,2.35,4.359.055,,,,,,
41.15,2.45,33.789.926,,,,,,
41.15,2.55,23.519.635,,,,,,
41.15,2.65,19.265.652,,,,,,
41.15,2.75,14.240.338,,,,,,
41.15,2.85,11.358.804,,,,,,
41.15,2.95,10.157.808,,,,,,
41.15,3.05,0.810807,,,,,,
41.05,0.25,0.39927486,,,,,,
41.05,0.35,0.4085581,,,,,,
41.05,0.45,0.4403158,,,,,,
41.05,0.55,0.47137007,,,,,,
41.05,0.65,0.5057461,,,,,,
41.05,0.75,0.4403158,,,,,,
41.05,0.85,0.67180353,,,,,,
41.05,0.95,2.200.945,,,,,,
41.05,1.05,56.549.926,,,,,,
41.05,1.15,60.266.027,,,,,,
41.05,1.25,73.214.035,,,,,,
41.05,1.35,67.910.686,,,,,,
41.05,1.45,8.343.587,,,,,,
41.05,1.55,9.567.379,,,,,,
41.05,1.65,11.699.768,,,,,,
41.05,1.75,11.390.617,,,,,,
41.05,1.85,8.921.347,,,,,,
41.05,1.95,5.715.673,,,,,,
41.05,2.05,4.912.973,,,,,,
41.05,2.15,47.670.307,,,,,,
41.05,2.25,46.268.086,,,,,,
41.05,2.35,40.747.914,,,,,,
41.05,2.45,31.910.825,,,,,,
41.05,2.55,23.549.976,,,,,,
41.05,2.65,18.021.314,,,,,,
41.05,2.75,14.515.461,,,,,,
41.05,2.85,12.134.005,,,,,,
41.05,2.95,0.99605614,,,,,,
41.05,3.05,0.7095511,,,,,,
40.95,0.25,0.38672668,,,,,,
40.95,0.35,0.38448492,,,,,,
40.95,0.45,0.4250818,,,,,,
40.95,0.55,0.4309189,,,,,,
40.95,0.65,0.48666808,,,,,,
40.95,0.75,0.5919741,,,,,,
40.95,0.85,18.059.008,,,,,,
40.95,0.95,33.755.608,,,,,,
40.95,1.05,41.025.524,,,,,,
40.95,1.15,49.385.595,,,,,,
40.95,1.25,58.869.243,,,,,,
40.95,1.35,6.915.236,,,,,,
40.95,1.45,8.870.962,,,,,,
40.95,1.55,9.350.042,,,,,,
40.95,1.65,9.997.127,,,,,,
40.95,1.75,9.913.865,,,,,,
40.95,1.85,8.851.543,,,,,,
40.95,1.95,6.219.611,,,,,,
40.95,2.05,5.258.673,,,,,,
40.95,2.15,4.155.211,,,,,,
40.95,2.25,40.042.915,,,,,,
40.95,2.35,32.342.443,,,,,,
40.95,2.45,27.691.126,,,,,,
40.95,2.55,22.747.061,,,,,,
40.95,2.65,16.685.102,,,,,,
40.95,2.75,12.102.493,,,,,,
40.95,2.85,10.904.517,,,,,,
40.95,2.95,0.95397425,,,,,,
40.95,3.05,0.7667534,,,,,,
40.85,0.25,0.39458883,,,,,,
40.85,0.35,0.36023766,,,,,,
40.85,0.45,0.42701444,,,,,,
40.85,0.55,0.5582304,,,,,,
40.85,0.65,0.63470256,,,,,,
40.85,0.75,11.325.017,,,,,,
40.85,0.85,20.089.989,,,,,,
